厦门浆果民宿,¥247起,/hotel/hoteldetail?hotelId=68540445&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A68540445%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A38%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门水岸南国树人民宿,¥158起,/hotel/hoteldetail?hotelId=60995538&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A60995538%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A38%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(厦门集美大学北店),¥188起,/hotel/hoteldetail?hotelId=90172675&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90172675%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(厦门明发广场店),¥204起,/hotel/hoteldetail?hotelId=60371886&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A60371886%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门英伦伯爵庄园,¥274起,/hotel/hoteldetail?hotelId=01401574&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A1401574%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门依山海居民宿,¥283起,/hotel/hoteldetail?hotelId=93673512&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A93673512%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门晨歆小筑设计民宿,¥82起,/hotel/hoteldetail?hotelId=69323400&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A69323400%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
云祥公寓(厦门机场店),¥67起,/hotel/hoteldetail?hotelId=91656165&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A91656165%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
花筑·厦门罗马假日海景度假别墅,¥275起,/hotel/hoteldetail?hotelId=11401401&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A11401401%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门遇海奢宿公寓,¥353起,/hotel/hoteldetail?hotelId=94387024&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A94387024%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿阳山尊府,¥528起,/hotel/hoteldetail?hotelId=41401254&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A41401254%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(厦门会展中心店),¥268起,/hotel/hoteldetail?hotelId=01401995&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A1401995%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门怡海湾双子塔海景公寓,¥604起,/hotel/hoteldetail?hotelId=64288813&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A64288813%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门白度民宿,¥44起,/hotel/hoteldetail?hotelId=92561491&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A92561491%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门牡丹万鹏宾馆,¥777起,/hotel/hoteldetail?hotelId=41401011&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A41401011%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
18号太空舱(厦门厦大学生公寓店),¥60起,/hotel/hoteldetail?hotelId=91751629&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A91751629%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿微热·海庭酒店,¥335起,/hotel/hoteldetail?hotelId=31401310&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A31401310%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(厦门海沧新阳店),¥261起,/hotel/hoteldetail?hotelId=60935932&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A60935932%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门觅境·伴海别墅酒店,¥324起,/hotel/hoteldetail?hotelId=61028987&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A61028987%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门拾光巢汐客栈,¥204起,/hotel/hoteldetail?hotelId=91200405&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A91200405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
途客中国酒店(厦门同安店),¥204起,/hotel/hoteldetail?hotelId=90016641&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A90016641%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门枫丹白露宫海景度假庄园,¥2141起,/hotel/hoteldetail?hotelId=90638862&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A90638862%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A39%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门丽雅精品酒店,¥454起,/hotel/hoteldetail?hotelId=67445570&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A67445570%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿黄家花园酒店,¥388起,/hotel/hoteldetail?hotelId=92546422&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A92546422%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
初夏·ihome设计民宿(厦门大学环岛路店),¥316起,/hotel/hoteldetail?hotelId=92242568&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A92242568%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
布书酒店(厦门SM广场店),¥186起,/hotel/hoteldetail?hotelId=01401188&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A1401188%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门潘多拉海景酒店公寓,¥734起,/hotel/hoteldetail?hotelId=92000438&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A92000438%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门慕璟度假酒店,¥138起,/hotel/hoteldetail?hotelId=92911443&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A92911443%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门悦泊酒店,¥232起,/hotel/hoteldetail?hotelId=92142750&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A92142750%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
52赫兹民宿(厦门塔头店),¥328起,/hotel/hoteldetail?hotelId=92816416&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A92816416%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(厦门火车站文灶店),¥286起,/hotel/hoteldetail?hotelId=01401044&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A1401044%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门橙意民宿,¥240起,/hotel/hoteldetail?hotelId=11401262&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A11401262%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
满满客栈(厦门机场店),¥121起,/hotel/hoteldetail?hotelId=90991020&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A90991020%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
布书酒店(阿罗海店),¥153起,/hotel/hoteldetail?hotelId=90276949&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A90276949%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
宿禧酒店(厦门莲花路口地铁站店),¥169起,/hotel/hoteldetail?hotelId=60841706&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A60841706%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门行云海景别墅,¥292起,/hotel/hoteldetail?hotelId=66905006&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A66905006%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
暖居酒店(厦门嵩屿码头店),¥227起,/hotel/hoteldetail?hotelId=90957871&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A90957871%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
木棉花客栈(厦门黄厝路店),¥181起,/hotel/hoteldetail?hotelId=91757417&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A91757417%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门忆君鹭酒店公寓,¥112起,/hotel/hoteldetail?hotelId=93101767&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A93101767%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门金桥花园酒店,¥337起,/hotel/hoteldetail?hotelId=41401220&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A41401220%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
留下·鼓浪屿别墅,¥515起,/hotel/hoteldetail?hotelId=67437426&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A67437426%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
花界酒店(厦门火车站店),¥241起,/hotel/hoteldetail?hotelId=91949595&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A91949595%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门丽雅精品酒店,¥454起,/hotel/hoteldetail?hotelId=67445570&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A67445570%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿黄家花园酒店,¥388起,/hotel/hoteldetail?hotelId=92546422&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A92546422%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
初夏·ihome设计民宿(厦门大学环岛路店),¥316起,/hotel/hoteldetail?hotelId=92242568&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A92242568%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
布书酒店(厦门SM广场店),¥186起,/hotel/hoteldetail?hotelId=01401188&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A1401188%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门潘多拉海景酒店公寓,¥734起,/hotel/hoteldetail?hotelId=92000438&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A92000438%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门慕璟度假酒店,¥138起,/hotel/hoteldetail?hotelId=92911443&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A92911443%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门悦泊酒店,¥232起,/hotel/hoteldetail?hotelId=92142750&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A92142750%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
52赫兹民宿(厦门塔头店),¥328起,/hotel/hoteldetail?hotelId=92816416&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A92816416%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A41%7C%2a%7Cpage_size%3A20%7C%2a%7C
