呼吸树酒店(上海五角场店),¥273起,/hotel/hoteldetail?hotelId=63891000&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A63891000%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A135%7C%2a%7Cpage_size%3A20%7C%2a%7C
竟客电竞酒店(上海城隍庙店),¥997起,/hotel/hoteldetail?hotelId=90916318&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A90916318%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A135%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(上海财大吉浦路店),¥224起,/hotel/hoteldetail?hotelId=90973573&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A90973573%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A135%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海锦岛酒店,¥182起,/hotel/hoteldetail?hotelId=92640669&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A92640669%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A135%7C%2a%7Cpage_size%3A20%7C%2a%7C
华舒酒店(上海青浦工业园店),¥169起,/hotel/hoteldetail?hotelId=93129313&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A93129313%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A135%7C%2a%7Cpage_size%3A20%7C%2a%7C
格林豪泰贝壳酒店(上海颛桥地铁站万达广场店),¥179起,/hotel/hoteldetail?hotelId=90201111&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A90201111%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A135%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海灰鲸酒店,¥219起,/hotel/hoteldetail?hotelId=92373000&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A92373000%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A135%7C%2a%7Cpage_size%3A20%7C%2a%7C
base佰舍服务式公寓(上海玉屏路店),¥912起,/hotel/hoteldetail?hotelId=94282664&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A94282664%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A135%7C%2a%7Cpage_size%3A20%7C%2a%7C
小熊之家连锁酒店(上海川沙地铁站店),¥243起,/hotel/hoteldetail?hotelId=92282487&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92282487%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
海友酒店(周浦小上海店),¥144起,/hotel/hoteldetail?hotelId=90890310&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A90890310%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
依星酒店(上海康桥店),¥238起,/hotel/hoteldetail?hotelId=93670969&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A93670969%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海简兮民宿,¥993起,/hotel/hoteldetail?hotelId=60474901&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A60474901%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海松江白领公寓,¥190起,/hotel/hoteldetail?hotelId=64106954&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A64106954%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海溪园精品民宿,¥7685起,/hotel/hoteldetail?hotelId=64796103&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A64796103%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海悦漫花居花园民宿,¥811起,/hotel/hoteldetail?hotelId=66276664&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A66276664%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
琪琪农家乐,¥399起,/hotel/hoteldetail?hotelId=67509086&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A67509086%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海缘来别墅,¥643起,/hotel/hoteldetail?hotelId=90710843&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A90710843%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
观滟玖木堂民宿(上海浦东机场店),¥938起,/hotel/hoteldetail?hotelId=93673074&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A93673074%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
吉泰连锁酒店(上海火车站北广场店),¥121起,/hotel/hoteldetail?hotelId=10201176&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A10201176%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
格林豪泰(上海车墩影视乐园松闵路店),¥183起,/hotel/hoteldetail?hotelId=90562902&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A90562902%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海谧舍·精选品牌民宿,¥343起,/hotel/hoteldetail?hotelId=93414101&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A93414101%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
格林豪泰智选酒店(上海新村路地铁站同济医院店),¥211起,/hotel/hoteldetail?hotelId=10201730&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A10201730%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海冠郡大酒店,¥198起,/hotel/hoteldetail?hotelId=90752974&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A90752974%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
7天酒店(上海西藏南路地铁站店),¥215起,/hotel/hoteldetail?hotelId=00201934&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A201934%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海红鲤鱼商务酒店,¥167起,/hotel/hoteldetail?hotelId=90639715&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A90639715%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海寻梦源度假别墅,¥870起,/hotel/hoteldetail?hotelId=90918337&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A90918337%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(上海淮海中路地铁站店),¥295起,/hotel/hoteldetail?hotelId=65910199&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A65910199%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
骏怡连锁酒店(上海新黄路店),¥219起,/hotel/hoteldetail?hotelId=93655630&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A93655630%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A136%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(上海宝钢月罗公路店),¥242起,/hotel/hoteldetail?hotelId=92337266&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92337266%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭优佳酒店(上海大学地铁站店),¥268起,/hotel/hoteldetail?hotelId=90752714&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A90752714%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海悦隆酒店,¥429起,/hotel/hoteldetail?hotelId=50201346&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A50201346%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海摩居社区酒店,¥393起,/hotel/hoteldetail?hotelId=93209901&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A93209901%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海西溪·花间美宿,¥400起,/hotel/hoteldetail?hotelId=60172242&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A60172242%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
海友酒店(上海世博临沂路店),¥141起,/hotel/hoteldetail?hotelId=10201727&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A10201727%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
艾莎酒店(上海南京路步行街店),¥227起,/hotel/hoteldetail?hotelId=92510583&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A92510583%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
宿适精品酒店(上海国际旅游度假区店),¥91起,/hotel/hoteldetail?hotelId=91867566&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A91867566%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海刺猬公寓式酒店(中西医结合医院大连路地铁站店),¥236起,/hotel/hoteldetail?hotelId=60201703&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A60201703%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
格林豪泰(上海松江新桥九新路店),¥172起,/hotel/hoteldetail?hotelId=20201431&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A20201431%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海衡山逸居·恋塘三赏,¥643起,/hotel/hoteldetail?hotelId=66541327&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A66541327%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海一念民宿,¥599起,/hotel/hoteldetail?hotelId=93284601&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A93284601%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
易佰酒店(上海虹桥七宝古镇店),¥121起,/hotel/hoteldetail?hotelId=10201853&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A10201853%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海来必居旅馆,¥131起,/hotel/hoteldetail?hotelId=90022092&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A90022092%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
新人人宾馆(上海彭浦新村地铁站店),¥107起,/hotel/hoteldetail?hotelId=92001656&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A92001656%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
榴莲小星酒店(上海汽车城店),¥250起,/hotel/hoteldetail?hotelId=92640312&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A92640312%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(上海五角场市光路店),¥234起,/hotel/hoteldetail?hotelId=10201965&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A10201965%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海宾家青年旅舍,¥81起,/hotel/hoteldetail?hotelId=00201650&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A201650%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海佐巢酒店,¥255起,/hotel/hoteldetail?hotelId=93620256&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A93620256%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海易住展会公寓,¥147起,/hotel/hoteldetail?hotelId=67781532&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A67781532%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A137%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海柒舍民宿,¥506起,/hotel/hoteldetail?hotelId=61156718&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A61156718%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A138%7C%2a%7Cpage_size%3A20%7C%2a%7C
维也纳3好酒店(上海海港商贸城店),¥266起,/hotel/hoteldetail?hotelId=68540639&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A68540639%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A138%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海土房子民宿,¥427起,/hotel/hoteldetail?hotelId=63904605&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A63904605%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A138%7C%2a%7Cpage_size%3A20%7C%2a%7C
