酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
厦门拾光·里院民宿,经济型,¥176起,18,环岛路/黄厝海滨浴场/会展中心 | 环岛路黄厝村黄厝社28号,394米，步行约658米，预计10分钟,10分钟,距黄厝海滨直线394米，步行约658米，预计10分钟,98,4.4,371,4.1,4.1,4.5,4.2,4.2,14:00,12:00,1,1,0,0,0,0,0,1,2017年09月01日,2017年01月01日,18149518829,客栈位于美丽的环岛路旁，欣赏美丽海景只需五分钟。鼓浪屿、环岛路、胡里山炮台、厦大白城、南普陀寺、万石植物园、椰风寨、中山路步行街、演武大桥、轮渡码头、和平码头旅游区等著名景点无需经过繁琐换乘。客栈客房风格多样，配备空调，24小时提供热水，100M网络全时段提供有线/无线WiFi上网。2015年投入使用，新装修，新设备。入住客栈将是您不二的选择，多米家客栈竭诚欢迎您的入住！,https://hotel.elong.com/hotel/hoteldetail?hotelId=90644696&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A90644696%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门极美客栈,经济型,¥76起,18,厦门北站地区 | 埔中央9-2号,1.3公里，驾车约2.7公里，预计2分钟,2分钟,距厦门北站地铁站直线1.3公里，驾车约2.7公里，预计2分钟,76,4.4,41,4.2,4.4,4.3,4.2,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2017年12月01日,13400733316,位于厦门北站旁，客栈周边大学有工商旅游学校、理工大学、华夏科技学院、福州美术大学、华侨大学、软件职业技术学院、诚毅学院、兴才学院、集美大学等。左邻长途车站约100多米，右邻厦沙高速入口约500米右，临近机场，嘉庚公园，圆博苑，龙舟池，鼓浪屿，南普陀，胡里山炮台，椰风寨，环岛路交通出行便利，是你出差、旅游的理想选择。客栈装潢温馨，设备齐全，环境优美，闹中取静，温馨舒适，干净整洁，客栈服务于来自全国各地的朋友，客栈都从入住者的角度考虑，因为希望客人住得舒心，住得开心，住得放心，让出行的朋友感受到家的温暖。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91849641&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A91849641%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门同安智选假日酒店,高档型,¥293起,114,梅山公园 | 大同街道三秀路237号,3.1公里，驾车约4.0公里，预计18分钟,18分钟,距厦门市第三医院直线3.1公里，驾车约4.0公里，预计18分钟,91,4.7,178,4.6,4.6,4.6,4.6,4.0,14:00,12:00,1,1,1,1,0,0,0,1,2021年02月01日,2021年02月01日,0592-3010666,酒店拥有智选假日品牌2.0版的焕新客房，由澳大利亚知名的Joseph Pang设计工作室操刀，格调新颖、时尚，客房配备免费无线上网、液晶平板电视、舒捷沐浴设施及24小时自助洗衣阁等设施。舒适的羽绒床品、软硬双枕等周全体贴，只为给您一夜安眠。在这里，您拥有的不仅仅是温暖的睡床、干净的客房和友好的微笑，更是一个令您倍感舒适温馨、尽享自我的全新空间。酒店是由洲际酒店集团管理的国际品牌连锁酒店，是同安主城区一家国际品牌酒店，精心选址于同安主城区中心黄金地段，周边配套设施齐全，吃喝玩乐一应俱全，购物方便，酒店对面就是同安空面、厦门第一小学，距离福建省同安第一中学步行约10分钟，距离同安中医院步行约15分钟，距离同安区政府约7分钟车程、距离厦门同安影视城约5分钟车程、距离厦门盛之乡温泉度假村约10-12分钟、距离厦门方特梦幻王国、水上乐园、东方神话约15分钟车程，距离厦门北站约28分钟车程，距离厦门高崎国际机场约车程47分钟。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90016457&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A90016457%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门山水宾馆,三星级,¥291起,132,集美学村/杏林湾/园博苑 | 集美嘉庚路61-69号,988米，步行约1.2公里，预计16分钟,16分钟,距集美学村地铁站直线988米，步行约1.2公里，预计16分钟,75,3.9,76,3.7,3.9,3.9,4.1,4.0,07:00,14:00,1,1,1,0,0,0,1,1,2012年02月01日,null,0592-6680888,厦门山水宾馆地处著名旅游风景区集美学村，与“陈嘉庚故居”相邻，地理位置优越，交通便捷。厦门山水宾馆是商务、旅游、度假、会议型宾馆，拥有各类客房可满足宾客的需求，同时设有大型中餐厅、各种包厢以及可举办各种规模会议的多功能厅、会议室。酒店内同时配有露天游泳池、桑拿足浴休闲中心等健身服务设施和花园式庭院，下设有车队及厦门山水旅行社、厦门山水会展服务有限公司，可更好地为会议参观考察活动及其它会务工作提供尽善尽美的服务。,https://hotel.elong.com/hotel/hoteldetail?hotelId=41401037&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A41401037%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门栖海蓝居民宿,经济型,¥130起,22,环岛路/黄厝海滨浴场/会展中心 | 黄厝村茂后社36号,0.5公里，步行约0.8公里，预计12分钟,12分钟,距黄厝海滨直线0.5公里，步行约0.8公里，预计12分钟,60,3.8,5,3.8,4.6,4.6,3.8,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2019年06月01日,18965181579,厦门栖海蓝居民宿位于思明区环岛路，距离厦门火车站仅5km，优越的地理位置使它成为厦门一个令人向往的住宿选择。若是计划在客栈周边好好游玩，曾厝按和胡里山炮台，厦门大学，鼓浪屿，定能满足您的需求。  客栈装修很有闽南特色，拥有众多房型。客房运用环保饰材，健康安全；使用知名品牌床垫，配备32寸液晶高清电视、中央空调等设施，周到完善；卫生间空间大，采用干湿分离设计，非常人性。  厦门栖海蓝居民宿使您尽享舒适便捷及尊贵恬静的私人空间。我们期待您的下榻光临。,https://hotel.elong.com/hotel/hoteldetail?hotelId=94081345&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A94081345%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
家家乐酒店(厦门中山路镇邦店),经济型,¥179起,17,中山路地区 | 镇邦路40-42号,810米，步行约1.1公里，预计16分钟,16分钟,距镇海路地铁站直线810米，步行约1.1公里，预计16分钟,68,3.5,44,4.0,4.1,4.0,3.9,4.0,09:00,12:00,1,1,0,0,0,1,0,1,2017年05月01日,2017年01月01日,0592-2106177,家家乐酒店(厦门中山路镇邦店)位于厦门最繁华的商业步行街中山路；中山路步行街是购物和品尝小吃的天堂，闽南特色的美食，让人流连忘返。酒店毗邻鼓浪屿、南普陀、厦门大学、环岛路等着名旅游景点。　  厦门家家乐酒店拥有各种类型的舒适客房，房内设施齐全，温馨的装饰为您营造旅行中的温馨家园。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91189956&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A91189956%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门六舍海边客栈,经济型,¥125起,55,环岛路/黄厝海滨浴场/会展中心 | 黄厝茂后168-6号,613米，步行约809米，预计12分钟,12分钟,距黄厝海滨直线613米，步行约809米，预计12分钟,64,4.2,11,4.4,4.4,4.5,4.3,4.1,14:00,12:00,1,1,0,0,0,0,0,1,null,2014年01月01日,18965169496,厦门六舍海边客栈位于环岛路边，周边有厦门大学、胡里山炮台、南普陀寺、白城沙滩、景洲乐园和台湾民俗村，步行到海边只需5分钟。客栈的木制老家具别具特色，还有有开放式厨房，让人眼前一亮。旅舍内热情、友好的小伙伴尽全力提供舒适的住宿体验，这里轻松、明亮、闲适的氛围，旨在保证客人愉快的住宿感受。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90764244&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A90764244%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门云间小栈,经济型,¥101起,13,厦门北站地区 | 港头一里43号,945米，步行约1.7公里，预计23分钟,23分钟,距厦门理工学院集美校区直线945米，步行约1.7公里，预计23分钟,86,4.2,14,4.4,4.4,4.4,4.4,3.9,14:00,12:00,1,1,0,0,0,0,0,1,2018年01月01日,2017年10月01日,19859237585,客栈交通便利，周边基础设施完善；客栈房间简约、卫生，商户提供北站接送服务，期待您的到来。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92621935&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A92621935%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门佐海会展酒店,经济型,¥316起,48,环岛路/黄厝海滨浴场/会展中心 | 前埔127号,937米，步行约1.2公里，预计18分钟,18分钟,距厦门国际会展中心直线937米，步行约1.2公里，预计18分钟,64,3.4,138,3.7,3.8,3.8,3.9,4.0,14:00,12:00,1,1,1,0,0,0,0,1,null,2014年01月01日,0592-5916333,厦门佐海会展酒店位于思明区前埔（文兴东路上）毗邻厦门国际会展中心、黄厝海滨及厦门城市职业学院，酒店距离会展中心约900米，酒店出门直走步行可抵达。酒店距海滨椰风寨约3公里、距厦门城市职业学院约1公里、距前埔不夜美食城约100米（内有来自全国各地丰富的美食及厦门各类海鲜大排档）。酒店装修时尚高雅、设施齐全、环境舒适；酒店拥有各式精品客房；配有中餐厅、商务中心和足浴中心等，并以“宾客至上”的经营宗旨，\t为宾客提供商务、休闲、娱乐的理想之选。,https://hotel.elong.com/hotel/hoteldetail?hotelId=11401992&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A11401992%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿海上雅典娜酒店,经济型,¥538起,12,鼓浪屿地区 | 延平路17号,111米，步行约260米，预计3分钟,3分钟,距厦门海底世界直线111米，步行约260米，预计3分钟,72,4.1,39,4.2,4.1,4.2,4.2,4.0,14:00,12:00,1,1,1,0,0,0,0,0,2017年11月01日,2012年10月01日,15959265286,鼓浪屿海上雅典娜酒店位于厦门鼓浪屿延平路，紧邻三丘田码头、海底世界、街心公园商业街、龙头路小吃街等游客必到景点步；酒店出门即为大海与沙滩，隔海相望为整个厦门的城市风貌，金砖五国期间厦门的城市灯光秀尽收眼底，地理位置极其优越。酒店一楼为全国连锁文创伴手礼品牌“写给阿尔吉雅的一封酥信”以及牛肉面馆、本港海鲜餐厅、咖啡下午茶座及休闲音乐酒吧，每天晚上有驻场歌手激情演绎，能充分满足您就餐、住宿、购物、娱乐的一站式服务需求；酒店客房经著名设计大师精心打造后均为高级海景客房，装修风格在以东南亚及地中海风格的基础上融入了清新休闲风，每间客房就寝区与休闲区分开，您在休闲区或在室外阳台可以迎着海风、闻着涛声、沐浴在阳光下，充分享受您的下午茶时光，深受影视明星及各界名人的喜爱和好评。,https://hotel.elong.com/hotel/hoteldetail?hotelId=01401762&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A1401762%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
如家酒店·neo(厦门五缘湾会展中心观音山海景店),经济型,¥270起,88,环岛路/黄厝海滨浴场/会展中心 | 环岛东路观音山商业街3号,381米，步行约432米，预计7分钟,7分钟,距观音山直线381米，步行约432米，预计7分钟,8,4.5,619,4.3,4.4,4.5,4.4,4.0,07:00,12:00,1,1,1,0,0,0,0,1,2021年11月06日,2015年02月01日,0592-8395999,位于厦门环岛路（中国最美的马拉松赛道）上的观音山梦幻水世界度假区，在观音山商业街中，近环岛东路；一面靠厦门风景最美的环岛路，一面临厦门沙雕文化公园，赤脚步行5分钟就可通过沙滩到达海边，白天可以体验海风轻拂和海浪涛声；夜间可以体验沙滩烧烤和帐蓬露营！酒店正面朝厦门写字楼最集中的观音山商务中心，向右1公里就可以到达来往台湾金门的五通码头和五缘湾；向左1公里就可以通向厦门国际会展中心和香山游艇码头；附近分布有思明区妇幼专科医院、厦门市口腔医院、万达购物广场，沿着环岛东路直达高崎国际机场只需15分钟车程，距离厦门火车站只需27分钟车程。酒店附近有厦门水上乐园-梦幻水世界和厦门商务直升机租赁场，在这里你真正可以体验上天入海的欢愉！,https://hotel.elong.com/hotel/hoteldetail?hotelId=90835954&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A90835954%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门楠嘉民宿,经济型,¥124起,1,厦门大学地区 | 曾厝垵北二路后厝83号,500米，步行约767米，预计12分钟,12分钟,距上李新村地铁站直线500米，步行约767米，预计12分钟,99,4.9,5141,4.8,4.8,4.7,4.8,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2019年03月01日,021-26137886,欢迎来到这里，吃住休闲各大景点一站到底。        烟火胜繁华，欲开欲离；千里踏客来，似景似静。        当你壮志出发亦或疲惫而归，或许需要这样一处居所，让你卸下防备洗去晦暗，抬头看看远方的美好。与厦大公寓操场比邻而居，闹中得一宁静，静中不失繁华。        当你荣誉加身却敌不过心中的孤独，或许有这样一个地方，远离喧嚣和浮躁，带你体会月如秋水的宁静，山如眉黛的致远。净与静相得益彰，如大鹏东游般逍遥自在，闲散度日。        不止是民宿，更是博采众长的聚集地，吃喝玩乐不止于眼前所指，步行可到海边，身临其境，才能多有所得。,https://hotel.elong.com/hotel/hoteldetail?hotelId=94256985&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A94256985%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门芒果季高品质公寓,经济型,¥288起,13,五缘湾地区 | 金钟路13号万达广场SOHO公寓D区2109单元,1.7公里，驾车约2.6公里，预计35分钟,35分钟,距五缘湾直线1.7公里，驾车约2.6公里，预计35分钟,84,3.9,62,4.1,4.3,4.1,4.1,4.1,14:00,12:00,1,1,0,0,1,0,0,1,null,2018年05月01日,18159880919,这里是我的家。有缘来住下的朋友，希望它为你带来一段美好的旅途体验。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93288826&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A93288826%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
城市空间酒店(厦门SM广场店),经济型,¥138起,30,SM城市广场地区 | 嘉禾路327号太平洋广场南门四楼,228米，步行约232米，预计3分钟,3分钟,距吕厝地铁站直线228米，步行约232米，预计3分钟,7,3.6,97,3.8,3.8,3.8,3.8,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2022年04月28日,2011年08月01日,0592-5390988,    厦门都市驿站酒店位于松柏路嘉禾路交汇处，地处繁华地段、出行十分便利。毗邻厦门SM购物中心、吕厝天虹商场，酒店旁是松柏公园，楼下是知名KTV-新时光。酒店附近环绕着购物、休闲场所、各类闽南小吃，风味美食近在咫尺，酒店设备齐全，功能完善，经济的价格，星级的享受将为您提供亲切，干净，便捷的服务。厦门都市驿站酒店让您在商务洽谈、度假休闲之余增加无限乐趣！,https://hotel.elong.com/hotel/hoteldetail?hotelId=01401283&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A1401283%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿龙头小木屋家庭旅馆,经济型,¥217起,5,鼓浪屿地区 | 龙头路219-225号2-3楼,158米，步行约367米，预计5分钟,5分钟,距厦门海底世界直线158米，步行约367米，预计5分钟,80,4.1,5,3.8,4.3,4.0,4.3,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2010年10月01日,0592-2068193,鼓浪屿龙头小木屋家庭旅馆位于海上花园——鼓浪屿，地处思明区龙头路，楼下是鼓浪屿特色小吃一条街，有出名的龙头179马拉桑果汁店、183龙头鱼丸店、189龙头海蛎煎及家庭式海鲜大排档。旅馆原名叫鹰哥楼，大楼外墙有一只纳粹德国飞鹰，于1967年文化大革命期间被红卫兵破坏，是一栋三屋红砖外墙小洋楼，楼顶是个宽广的天台。各种类型的舒适客房任你选择，韩式落地的设计，精致而典雅，非常适合情侣、小家庭度假居住。楼顶上的超大天台，你能坐在秋千上发呆、晒太阳，或是和朋友喝酒聊天，将远处的日光岩、八卦楼和厦门美景尽收眼底。,https://hotel.elong.com/hotel/hoteldetail?hotelId=01401118&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A1401118%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门鹭能酒店,经济型,¥166起,20,集美学村/杏林湾/园博苑 | 杏林西路35号,1.2公里，驾车约4.3公里，预计10分钟,10分钟,距内茂地铁站直线1.2公里，驾车约4.3公里，预计10分钟,68,3.8,73,4.0,4.1,4.0,4.0,4.0,08:00,12:00,1,1,0,0,0,0,0,1,2018年12月01日,null,15880207262,厦门鹭能酒店位于集美区杏林西路，近湖心阁、日东公园，地段优越，旅游交通便捷。 厦门鹭能酒店客房干净整洁、舒适通风，设有多款房型，房内配置空调、国内长途电话、24小时热水、独立卫浴等设施，完善齐全。,https://hotel.elong.com/hotel/hoteldetail?hotelId=01401288&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A1401288%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门蓝月快捷酒店,经济型,¥121起,23,湖里商业区 | 华荣路26号,1.2公里，驾车约1.7公里，预计4分钟,4分钟,距火炬园地铁站直线1.2公里，驾车约1.7公里，预计4分钟,77,4.0,70,4.0,4.1,4.0,4.0,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年12月01日,2012年07月01日,0592-5557366,厦门蓝月快捷酒店位于湖里区华荣路，水上乐园正对面，距厦门市儿童医院直线距离约150米，步行3分钟、酒店对面设有汽车充电桩，骑共享单车约4分钟即可到达地铁1号线塘边站，公交车直达鼓浪屿邮轮码头及轮渡码头和热门景区，交通便利。酒店室内装潢既有中国古典的特色，又有西式唯美的特点。所有房间均与周边景色相融合，青山绿水环绕、鸟语花香，让游客体味到自然纯净之美。加上亲切热情的迎送，贴心细微的服务，稳定畅快的网络，先进完善的设施，每个细节都能让您感觉到在家一样轻松自在。酒店以“安全、健康、舒适、专业” 为经营宗旨，深受广大旅游和商务人士的喜爱，我们期待您的下榻光临。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90600269&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A90600269%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
许多年以后客栈(厦门北站店),经济型,¥119起,8,厦门北站地区 | 工商旅游学校，华夏学院对面埔中央里2-4号,604米，步行约944米，预计13分钟,13分钟,距厦门华厦学院直线604米，步行约944米，预计13分钟,73,4.4,26,4.1,4.2,4.3,4.3,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年04月01日,2018年01月01日,13365901225,许多年以后客栈(厦门北站店)位于埔中央里，周边有厦门理工学院、华厦学院、工商旅游学校等多所高等院校。客栈周边是旺角大学城步行街，特色美食、超市、洒吧、台球馆、KTV、电影院、足浴养生等，环境优美，交通便利，多路直达公交可到达（鼓浪屿、曾厝垵、厦门大学、南普陀寺、环岛路、日光岩、中山路、厦门台湾小吃街、菽庄花园、胡里山炮台、厦门海底世界、皓月园、五老峰、观音山、厦门大桥、千年古刹南普陀、轮渡码头、胡里山炮台、厦大白城浴场、木栈道、椰风寨）等景点。客栈拥有整洁、舒适的客房，均配备空调、电视、WiFi、独立卫生间等设施，环境安静。无论是晚班车到达还是赶乘早班车或是在此旅游驻地都是您绝佳选择。【许多年以后客栈】欢迎您的入住！许多年以后……也许你还会想起我！！！,https://hotel.elong.com/hotel/hoteldetail?hotelId=92893416&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A92893416%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
与海距离公寓(观滨路分店),经济型,¥310起,4,环东海域度假区 | 观滨路福建省厦门市阳光城翡丽海岸,1.7公里，驾车约5.4公里，预计10分钟,10分钟,距洪塘头地铁站直线1.7公里，驾车约5.4公里，预计10分钟,98,4.6,103,4.7,4.5,4.5,4.7,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2020年09月01日,021-26137886,小小的房屋，大大的世界。,https://hotel.elong.com/hotel/hoteldetail?hotelId=68475971&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A68475971%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门山竺拾海客栈(海沧大道分店),经济型,¥225起,2,海沧阿罗海城市广场/嵩屿码头 | 厦门海沧区G228(海沧大道),4.8公里，驾车约12.8公里，预计24分钟,24分钟,距中山路步行街直线4.8公里，驾车约12.8公里，预计24分钟,82,4.5,22,3.0,5.0,5.0,5.0,4.0,14:00,12:00,0,1,0,0,0,0,0,0,null,2019年09月01日,15959261226,提醒我的房客记得设闹钟，早上5点躺在床上看日出，晚上7点过后坐在客厅品酒看鼓浪屿夜景,https://hotel.elong.com/hotel/hoteldetail?hotelId=60554919&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A60554919%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
