酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
大理古城雀巢小筑,经济型,¥92起,9,大理古城 | 大理古城南门复兴路新生巷25号,411米，步行约705米，预计9分钟,9分钟,距大理古城客运站(公交站)直线411米，步行约705米，预计9分钟,100,4.8,13,4.5,4.8,4.7,4.5,4.0,14:00,12:00,1,1,0,0,0,0,0,0,null,2015年01月01日,13529642380,大理古城雀巢小筑位于南门。感受大理的喧闹与浑厚，闹中取静的小院，在这里可以观赏苍山的晚霞与云雾，体验白族的传统民居、田园风光尽收眼底，秀丽无比。在这里，你除了可以静静的发呆，还可以赏花、看海，观日出~~~穿过大理古城楼，仅需步行繁闹街道五十米，右手边幽静的巷道底，近、静、净的“雀巢小筑”期待着您的大驾光临！入住成功的您走出小巷口往左就是大理正南门，小吃街、餐馆、各种特色小吃和琳琅满目的小商品，往右等着你的是三条酒吧街红龙井、人民路、洋人街，好吃好玩的地方特产也等着您细细挑选带它回家！快来雀巢小筑感受魅力大理的人文风情吧！,https://hotel.elong.com/hotel/hoteldetail?hotelId=91672391&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A91672391%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A124%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理锦拾·云邸海景民宿,经济型,¥584起,9,大理机场地区 | 机场路洱海传奇B5-01,314米，步行约744米，预计11分钟,11分钟,距大理公馆直线314米，步行约744米，预计11分钟,100,5.0,1,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2018年12月01日,13308728183,民宿属于半山别墅，位于大理洱海海东新区，洱海水域最美之地，一线海景半山别墅。拥有超大海景面，远眺苍山，小区环境优美，绿化好。民宿拥有大量的公共休闲空间。有宽敞的露台，欣赏这里的蓝天和云。有温暖的火塘，可以产生各种乐趣。也有吧台可以痛快畅饮。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93611758&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A93611758%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A124%7C%2a%7Cpage_size%3A20%7C%2a%7C
祥云超越宾馆,经济型,¥39起,29,祥云县城区 | 祥宾路(政府大楼旁),654米，步行约862米，预计12分钟,12分钟,距祥云县人民医院直线654米，步行约862米，预计12分钟,96,4.5,26,4.3,4.6,4.4,4.5,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2014年01月01日,2013年01月01日,18087293800,祥云超越宾馆位于大理祥云县，地理位置优越，交通非常便利，周围有各种特色小吃，各中高档饭店。宾馆设有多种房型，能够满足顾客的各种需求。客房宽敞明亮，温馨典雅，每个细节的精心设计，在这里感受到家的温馨。宾馆内设施齐全，装修精致，以其温馨的环境和热情的服务，赢得了广大消费者的喜爱。欢迎下榻祥云超越宾馆！,https://hotel.elong.com/hotel/hoteldetail?hotelId=90649838&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A90649838%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A124%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理博奥盈科酒店,经济型,¥117起,35,大理市主城区(下关) | 下关镇雪人路26号附5号(农业发展银行旁),368米，步行约410米，预计6分钟,6分钟,距大理大学下关校区直线368米，步行约410米，预计6分钟,81,4.1,21,4.1,4.3,4.1,4.1,4.0,14:00,12:00,1,1,0,0,0,0,1,1,null,2015年11月01日,0872-2200555,博奥盈科酒店位于雪人路，酒店按照星级标准建成。服务到位，酒店内部设施齐全。是您商旅出差的好去处。欢迎入住。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90756137&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A90756137%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A124%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理双廊玛奇雅朵海景客栈,舒适型,¥215起,28,大理双廊风景区 | 双廊乡379号,854米，步行约1.5公里，预计20分钟,20分钟,距月亮宫直线854米，步行约1.5公里，预计20分钟,88,4.4,43,4.2,4.6,4.3,4.5,4.1,14:00,12:00,1,1,1,0,0,0,1,1,null,null,18987217667,玛奇雅朵海景客栈位于双廊小学旁，与玉几岛遥遥相对，具有理想的摄影角度，夕阳下，远处的苍山和近处的玉几岛在五色云彩和碧蓝海水的衬托下，分外美丽。客栈主要有无敌海景浴缸套房，海景家庭房，海景大床房、标准间和多人间等客房。每间房内均配有品牌电视、卫浴等，有独享的高速光纤（也可无线上网），并提供IPTV电视及国内长话。客栈有独立的咖啡厅、海景下午茶区域。可提供各种现磨咖啡，自制酸奶等，更有私房自酿的梅子酒、木瓜酒、葡萄酒及特色私房菜及白族风味菜。,https://hotel.elong.com/hotel/hoteldetail?hotelId=32505065&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A32505065%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A124%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理泰爱里海景客栈,舒适型,¥486起,25,大理双廊风景区 | 双廊镇大建旁村195附2,382米，步行约474米，预计7分钟,7分钟,距大建旁村直线382米，步行约474米，预计7分钟,90,3.7,41,4.2,4.4,4.2,4.5,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年06月01日,2014年01月01日,15334333444,客栈位于大理市双廊镇月亮湾旁，特色的院景间、海景大床房、蜜月婚房和豪华海景房，精致独特，客栈靠海，全泰式风格，别具一格。楼下设有特大书吧，其公共区域宽阔。全院无线网覆盖，每一层楼设有独立一个8Mwifi，全光纤接入。独立卫浴，24小时50度中央热水。客栈提供高品质床上用品，窗帘、纯棉大毛巾、高清电视机，全套品牌洗漱用品、电热水壶等。楼上房间都设有独立阳台，白天晒太阳，晚上晒星星，让您远离城市的喧嚣。当夜幕降临，万家灯火时，品一杯茶，观赏月光之城，旅途之中遇见温暖，遇见爱，人生何其快意！欢迎新老顾客光临。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90200643&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A90200643%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A124%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理泰捷酒店,经济型,¥103起,24,大理经济开发区 | 下关经济开发区苍山路与云龙路交叉路口,4.9公里，驾车约5.9公里，预计13分钟,13分钟,距大理白族自治州人民医院直线4.9公里，驾车约5.9公里，预计13分钟,89,4.9,27,4.8,4.9,4.8,4.8,4.1,14:00,12:00,1,1,0,0,0,1,0,1,2018年03月01日,2017年12月01日,0872-2399275,大理泰捷酒店位于下关苍山东路，交通便利，房间温馨整洁，欢迎您的光临！,https://hotel.elong.com/hotel/hoteldetail?hotelId=90216193&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A90216193%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A124%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理晶城酒店,经济型,¥54起,28,大理火车站 | 大理经济开发区云鹤路154号,667米，步行约871米，预计13分钟,13分钟,距大理站直线667米，步行约871米，预计13分钟,86,4.5,57,4.3,4.5,4.5,4.4,4.1,14:00,12:00,1,1,0,0,0,0,0,1,2017年01月01日,2015年01月01日,13577874700,客房整洁，宽敞明亮，环境卫生，性价比较高。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91676102&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A91676102%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A124%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理双廊双景客栈,经济型,¥335起,8,大理双廊风景区 | 双廊古镇海街洱海边,143米，步行约143米，预计2分钟,2分钟,距玉玑岛直线143米，步行约143米，预计2分钟,80,4.2,15,4.1,4.3,4.1,4.5,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2018年12月01日,2013年09月01日,15308886486,大理双廊双景客栈地处苍山脚下南诏风情岛码头的海街处，宁静、简朴的小镇风情，让宾客远离喧嚣，回归本真。大理双廊双景客栈风格古典时尚，设施齐全，各类温馨客房是宾客安静的休憩地。全视角的天台和海景房，引领宾客尽享迷人瑰丽的洱海美景。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90046877&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A90046877%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A124%7C%2a%7Cpage_size%3A20%7C%2a%7C
洱源茈碧南苑宾馆,经济型,¥71起,15,洱源县 | 茈碧湖镇南江登村,None,距离大理地热国3.6公里，驾车至此5.2公里，约14分钟,距离大理地热国3.6公里，驾车至此5.2公里，约14分钟,90,4.6,10,4.7,4.5,4.7,4.2,4.0,14:00,12:00,1,1,0,0,0,0,0,0,2018年10月01日,2018年06月01日,0872-5358777,对于想要捕捉洱源城市风采的旅客来说，洱源茈碧南苑宾馆是一个理想的选择。对于入住酒店的旅客来说，闲暇时间去附近的茈碧湖和大理地热国游玩是一个不错的选择。旅客可以在闲暇时间去酒店的休闲区，提升健康幸福感。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92267103&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92267103%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理索娅假日大酒店,舒适型,¥197起,77,大理火车站 | 下关镇西屏路上段293号,605米，步行约873米，预计13分钟,13分钟,距大理汽车客运站新站直线605米，步行约873米，预计13分钟,80,3.1,10,4.1,4.1,4.1,4.0,4.0,14:00,12:00,1,1,1,0,0,1,0,1,null,2018年07月01日,0872-2367777,大理索娅假日大酒店位于大理市西屏路上段，周边交通便利，餐饮有烧烤火锅，傣味等等大理特色小吃，有音乐之窗，大桶水等休闲娱乐场所。酒店靠近洱海，吃完饭可以到海边赏花看海。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93462050&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A93462050%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
宾川云之尚云连锁缤利大酒店,经济型,¥233起,30,宾川县城区 | 金牛镇白塔村委会下白塔村叉尾鱼庄隔壁,606米，步行约2.6公里，预计35分钟,35分钟,距宾川县人民医院直线606米，步行约2.6公里，预计35分钟,82,3.8,40,4.1,4.0,4.3,4.2,4.0,02:00,12:30,1,1,0,0,0,0,0,1,null,2020年01月01日,0872-7335988,酒店位于宾川县城至风景名胜鸡足山旅游公路附近，交通便利，距大理机场约20分钟车程，距名胜风景区鸡足山约30分钟车程，距大永高速入口约1公里。酒店装修精美舒适，有豪华套房、精美大床房和舒适标间，是您旅行途中住宿或商务洽谈场所的理想选择。缤利大酒店环境幽静，景色优美。清晨可观东山日出，傍晚可赏西山落霞。房间落地玻璃窗外即是连绵满坡的葡萄园。酒店既紧邻县城，又拥有优美的自然景观。缤利大酒店在云南大理的水果之乡——宾川等您！酒店老板可以带您到果园，亲自体验采果的乐趣哟！,https://hotel.elong.com/hotel/hoteldetail?hotelId=61249632&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A61249632%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
宾川晟通酒店,经济型,¥96起,47,宾川县城区 | 金圆路18号,821米，步行约1.0公里，预计15分钟,15分钟,距宾川县人民医院直线821米，步行约1.0公里，预计15分钟,82,4.6,49,4.3,4.5,4.5,4.3,3.9,14:00,12:00,1,1,0,0,0,0,1,1,null,2014年08月01日,0872-7396999,宾川晟通酒店环境宜人，交通便利，是你出行入住的选择。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90579586&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A90579586%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理忠林酒店,经济型,¥138起,32,大理市主城区(下关) | 下关镇雪人路兴隆村84号,0.2公里，步行约0.4公里，预计5分钟,5分钟,距大理大学下关校区直线0.2公里，步行约0.4公里，预计5分钟,74,4.4,62,4.3,4.4,4.4,4.3,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,null,0872-3025448,旅客若想住在大理市的大理市主城区（下关），那么酒店将会是一个便捷的选择。酒店距离大理荒草坝机场仅16km，距离大理站仅5km，交通都很便捷。附近有很多景点，包括大理州博物馆和洱海公园均可供您游览参观。酒店提供的休闲设施，旨在为旅客营造多姿多彩、奢华完美的住宿体验。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92472834&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A92472834%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理银华酒店,经济型,¥119起,64,大理火车站 | 下关镇莲花路20号,321米，步行约661米，预计9分钟,9分钟,距大理站直线321米，步行约661米，预计9分钟,85,4.1,80,4.1,4.3,4.2,4.3,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2015年08月01日,2014年04月01日,0872-2367988,大理银华酒店位于下关开发区金贝商业城36栋c座。环境素雅，设施齐全，干净卫生。 是选择住宿休息的选择,https://hotel.elong.com/hotel/hoteldetail?hotelId=90171454&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A90171454%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
巍山忆家快捷酒店,经济型,¥117起,27,巍山古镇 | 南诏文献新区2号路路口,665米，步行约1.3公里，预计19分钟,19分钟,距巍山古城直线665米，步行约1.3公里，预计19分钟,82,4.3,87,4.3,4.3,4.3,4.3,4.0,12:00,14:00,1,1,0,0,0,0,0,1,2020年06月01日,2015年12月01日,0872-6121166,巍山忆家快捷酒店 位于巍山南诏古城，是一家环境优雅、服务周到的快捷酒店，是休闲度假的理想之地。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90654528&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A90654528%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理樱花语客栈,经济型,¥111起,10,喜洲古镇风景区 | 古城区市上街清真路130号,225米，步行约421米，预计6分钟,6分钟,距严家大院博物馆直线225米，步行约421米，预计6分钟,100,4.9,10,4.7,4.8,4.8,4.8,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2017年08月01日,2016年08月01日,0872-2669669,客房干净、卫生，具有基础性设施，住宿环境舒适。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92034049&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A92034049%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理山月轩小院客栈,经济型,¥374起,10,大理镇西门大纸房村副,351米，步行约380米，预计5分钟,5分钟,距大理古城直线351米，步行约380米，预计5分钟,96,4.9,26,4.9,4.9,4.9,4.9,4.0,14:00,14:00,1,1,0,0,0,1,0,1,2018年06月01日,2018年02月01日,18187485868,大理山月轩小院客栈位于214国道红龙井门西侧，背靠苍山最高峰--马龙峰，周边食、宿、购集中方便游客朋友的出行。 山月轩小院有曲径通幽的小院子，让逃离都市的朋友到小院坐一坐、发发呆、观观云、望一望对面的古城墙、看一看山脚的月亮，期待您的光临。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92980152&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A92980152%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
剑川陆氏客栈,经济型,¥122起,34,剑川县城区 | 金华镇环城东路36号,0.5公里，步行约0.6公里，预计9分钟,9分钟,距环城南路直线0.5公里，步行约0.6公里，预计9分钟,80,4.7,10,4.4,4.3,4.5,4.5,4.0,14:00,12:00,1,1,1,0,0,0,0,1,null,2018年09月01日,13759154680,剑川陆氏客栈位于剑川县金华镇古城区的中心地带，客栈交通便利，服务配套，设施齐全，环境幽静闲适，空气清新宜人。我们服务理念就是让每个“亲”们都能感受到家的温暖，让大家去感受这特色建筑与风土人情。客房类型：标准间和大床间，标间的床宽1.2米，大床间的床宽1.8米。房间里配有电视，无线网络，办公桌椅等。面积为30平米，宽大舒适，温馨典雅。每间客房配有独立淋浴间，24小时热水等设施设备。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93457518&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A93457518%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
洱源下山口温泉庄园,经济型,¥96起,38,普陀泉/下山口温泉度假区 | 下山口,0.2公里，步行约0.3公里，预计4分钟,4分钟,距天和山庄直线0.2公里，步行约0.3公里，预计4分钟,92,4.5,25,4.3,4.5,4.6,4.5,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2016年01月01日,15125200070,宾馆地理位置优越，交通便利，环境优美，房间干净整洁，且拥有多种多样的房型供您选择。客房内设施先进，提供24小时热水、电视等，基本设施一应俱全，是您旅行休闲的上佳之选。宾馆始终把客人的入住体验放在首位，致力让每一个客人都能在这里感受到家的温暖。      宾馆愿把时光留给您，让您在这里，遇见美丽的自己。宾馆恭候您的到来，期待您的光临。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93470129&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A93470129%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
鹤庆华泰酒店,经济型,¥67起,21,鹤庆县城区 | 云鹤镇鹤阳东路,106米，步行约138米，预计2分钟,2分钟,距鹤庆县客运站直线106米，步行约138米，预计2分钟,77,4.0,47,4.2,4.3,4.2,4.2,4.0,14:00,12:00,1,1,1,0,0,0,0,1,null,2015年04月01日,0872-4124886,鹤庆华泰酒店位于鹤庆云鹤镇鹤阳东路，汽车客运站斜对面，地处黄金地段，四周餐饮、小吃店林立，出行便利。鹤庆华泰酒店有多种房型供你选择，房间整洁干净，采光通风良好，房内有齐全的设施设备，你拎包就可以入住，无线wifi更可让你畅游网络。这里还有中餐厅，你可以在这里用餐。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91322159&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A91322159%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理琪果客栈,经济型,¥389起,6,大理机场地区 | 大理创新工业园区满江街道洱海传奇别墅B32-03,3.1公里，驾车约4.3公里，预计10分钟,10分钟,距云南省大理卫生学校直线3.1公里，驾车约4.3公里，预计10分钟,87,4.5,8,4.5,4.5,4.5,4.5,4.0,14:00,12:00,0,1,0,0,0,1,0,1,2021年07月01日,2021年07月01日,18887275010,旅客若想住在大理市的大理机场地区，那么大理琪果客栈将会是一个便捷的选择。酒店距离大理机场仅8km，距离大理站仅9km，交通都很便捷。倘若在您入住酒店期间有闲暇时间，可以去周边的洱海公园游览。酒店提供的休闲设施，旨在为旅客营造多姿多彩、奢华完美的住宿体验。酒店为旅客提供接站服务，舒适到家。,https://hotel.elong.com/hotel/hoteldetail?hotelId=68590187&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A68590187%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理云沐客栈,经济型,¥124起,13,大理古城 | 玉洱路下段387号,1.3公里，驾车约2.1公里，预计6分钟,6分钟,距大理古城客运站(公交站)直线1.3公里，驾车约2.1公里，预计6分钟,91,4.6,11,4.3,4.7,4.6,4.6,4.0,14:00,12:30,1,1,0,0,0,0,0,1,2017年03月01日,2013年06月01日,19995929424,大理是个美丽的地方，古城是个休闲的好去处，这里聚集着世界各地的旅游爱好者。在古城的西边和南边，也汇聚了众多的客栈、酒吧、餐馆，一年四季，无论什么时候都那么热闹，人民路、复兴路、洋人街，随时都人来人往，熙熙攘攘。　 不过在靠近东边的街边小巷，却是非常清静，如果你厌倦了喧闹，想远离络绎不绝的游客，可以到这里来寻找一片净土，坐在安静的充满绿意小院子里喝茶、聊天，或者在洒满阳光的屋顶看书、听音乐，享受悠闲时光。　　偶寓客栈，就是这样一个素雅温馨的小家，在提供您舒适、安静的客房之外，还有方便的无线宽带网络覆盖整个旅舍，惬意的屋顶阳光书吧。客栈在大理恭迎各地朋友光临。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90020283&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A90020283%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A126%7C%2a%7Cpage_size%3A20%7C%2a%7C
